"filename", "language", "Python", "Batch", "pip requirements", "Markdown", "PowerShell", "JSON", "Properties", "JavaScript", "CSS", "reStructuredText", "XML", "C", "comment", "blank", "total"
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\pyparsing\helpers.py", "Python", 871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 189, 1101
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\pyparsing\results.py", "Python", 642, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 129, 797
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\pyparsing\testing.py", "Python", 279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 43, 332
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\pyparsing\unicode.py", "Python", 307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 50, 362
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\pyparsing\util.py", "Python", 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 60, 285
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__init__.py", "Python", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_compat.py", "Python", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py", "Python", 258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 69, 331
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\__init__.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 19
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py", "Python", 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 74, 354
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\requests\__init__.py", "Python", 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 34, 183
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\requests\__version__.py", "Python", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 15
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\requests\_internal_utils.py", "Python", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 51
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\requests\adapters.py", "Python", 432, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 94, 539
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\requests\api.py", "Python", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 38, 158
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\requests\auth.py", "Python", 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 66, 316
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\requests\certs.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 25
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\requests\compat.py", "Python", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 68
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\requests\cookies.py", "Python", 439, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 111, 562
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\requests\exceptions.py", "Python", 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 59, 142
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\requests\help.py", "Python", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 132
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\requests\hooks.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 34
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\requests\models.py", "Python", 737, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 184, 1035
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\requests\packages.py", "Python", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 17
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\requests\sessions.py", "Python", 564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 154, 834
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\requests\status_codes.py", "Python", 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 129
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\requests\structures.py", "Python", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28, 100
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\requests\utils.py", "Python", 775, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 234, 1095
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\resolvelib\__init__.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\resolvelib\compat\collections_abc.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\resolvelib\providers.py", "Python", 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 134
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\resolvelib\reporters.py", "Python", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 44
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py", "Python", 417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 98, 548
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\resolvelib\structs.py", "Python", 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 171
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\__init__.py", "Python", 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 33, 178
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\__main__.py", "Python", 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 39, 275
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_cell_widths.py", "Python", 449, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 452
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_emoji_codes.py", "Python", 3610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3611
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_emoji_replace.py", "Python", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_export_format.py", "Python", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 77
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_extension.py", "Python", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 11
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_fileno.py", "Python", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 25
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_inspect.py", "Python", 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40, 271
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_log_render.py", "Python", 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 95
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_loop.py", "Python", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_null_file.py", "Python", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 70
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_palettes.py", "Python", 301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 310
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_pick.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_ratio.py", "Python", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 27, 161
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_spinners.py", "Python", 481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 483
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_stack.py", "Python", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_timer.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_win32_console.py", "Python", 527, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 132, 663
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_windows.py", "Python", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 73
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_windows_renderer.py", "Python", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 57
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\_wrap.py", "Python", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 57
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\abc.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 34
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\align.py", "Python", 270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 38, 312
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\ansi.py", "Python", 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34, 241
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\bar.py", "Python", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 95
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\box.py", "Python", 418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 89, 518
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\cells.py", "Python", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 34, 155
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\color.py", "Python", 544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 76, 623
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\color_triplet.py", "Python", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 39
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\columns.py", "Python", 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 188
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\console.py", "Python", 2244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 371, 2634
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\constrain.py", "Python", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 38
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\containers.py", "Python", 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 168
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\control.py", "Python", 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 45, 226
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\default_styles.py", "Python", 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 191
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\diagnose.py", "Python", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 38
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\emoji.py", "Python", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 97
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\errors.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 35
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\file_proxy.py", "Python", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 58
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\filesize.py", "Python", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 90
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\highlighter.py", "Python", 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 45, 233
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\json.py", "Python", 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 141
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\jupyter.py", "Python", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23, 102
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\layout.py", "Python", 358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 444
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\live.py", "Python", 321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 49, 376
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\live_render.py", "Python", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 114
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\logging.py", "Python", 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 33, 290
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\markup.py", "Python", 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 47, 247
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\measure.py", "Python", 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 152
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\padding.py", "Python", 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 142
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\pager.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 35
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\palette.py", "Python", 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 101
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\panel.py", "Python", 277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 309
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\pretty.py", "Python", 862, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 118, 995
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\progress.py", "Python", 1434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 259, 1703
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\progress_bar.py", "Python", 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31, 225
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\prompt.py", "Python", 295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 377
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\protocol.py", "Python", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 43
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\region.py", "Python", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\repr.py", "Python", 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 150
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\rule.py", "Python", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 131
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\scope.py", "Python", 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 87
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\screen.py", "Python", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 55
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\segment.py", "Python", 624, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 115, 740
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\spinner.py", "Python", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 138
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\status.py", "Python", 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 133
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\style.py", "Python", 696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 99, 797
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\styled.py", "Python", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 43
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\syntax.py", "Python", 831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 105, 949
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\table.py", "Python", 878, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 121, 1003
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\terminal_theme.py", "Python", 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 154
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\text.py", "Python", 1117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 186, 1308
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\theme.py", "Python", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 116
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\themes.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\traceback.py", "Python", 656, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 85, 757
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\rich\tree.py", "Python", 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36, 252
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\six.py", "Python", 755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 191, 999
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\tenacity\__init__.py", "Python", 461, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 107, 609
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\tenacity\_asyncio.py", "Python", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 16, 95
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\tenacity\_utils.py", "Python", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 15, 77
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\tenacity\after.py", "Python", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 11, 52
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\tenacity\before.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 11, 47
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\tenacity\before_sleep.py", "Python", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 17, 72
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\tenacity\nap.py", "Python", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 10, 44
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\tenacity\retry.py", "Python", 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 77, 273
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\tenacity\stop.py", "Python", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 36, 104
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\tenacity\tornadoweb.py", "Python", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 60
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\tenacity\wait.py", "Python", 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 61, 229
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\tomli\__init__.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 12
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\tomli\_parser.py", "Python", 534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 112, 692
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\tomli\_re.py", "Python", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 108
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\tomli\_types.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 11
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\typing_extensions.py", "Python", 2304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 575, 3073
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py", "Python", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 16, 103
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py", "Python", 252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 67, 338
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\_version.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
