"filename", "language", "Python", "Batch", "pip requirements", "Markdown", "PowerShell", "JSON", "Properties", "JavaScript", "CSS", "reStructuredText", "XML", "C", "comment", "blank", "total"
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\connection.py", "Python", 422, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 97, 573
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py", "Python", 835, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 183, 1133
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_appengine_environ.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 37
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py", "Python", 414, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 97, 520
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py", "Python", 285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 62, 398
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py", "Python", 244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 57, 315
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\ntlmpool.py", "Python", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20, 131
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py", "Python", 389, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 105, 519
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py", "Python", 646, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 142, 922
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py", "Python", 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 43, 217
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\exceptions.py", "Python", 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 131, 324
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\fields.py", "Python", 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 58, 275
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\filepost.py", "Python", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 99
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\packages\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\makefile.py", "Python", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 52
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\weakref_finalize.py", "Python", 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 21, 156
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py", "Python", 805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 219, 1077
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py", "Python", 402, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 103, 538
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\request.py", "Python", 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 171
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\response.py", "Python", 669, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 132, 880
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\util\__init__.py", "Python", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 50
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\util\connection.py", "Python", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 32, 150
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\util\proxy.py", "Python", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 58
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\util\queue.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 23
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\util\request.py", "Python", 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29, 138
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\util\response.py", "Python", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 24, 108
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py", "Python", 469, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 123, 621
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py", "Python", 352, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 85, 496
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_match_hostname.py", "Python", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 24, 160
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\util\ssltransport.py", "Python", 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 42, 222
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\util\timeout.py", "Python", 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 61, 272
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\util\url.py", "Python", 320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 79, 436
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\urllib3\util\wait.py", "Python", 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 26, 153
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\webencodings\__init__.py", "Python", 249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 80, 343
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\webencodings\labels.py", "Python", 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 232
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\webencodings\mklabels.py", "Python", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18, 60
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\webencodings\tests.py", "Python", 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29, 154
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pip\_vendor\webencodings\x_user_defined.py", "Python", 292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 27, 326
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\__init__.py", "Python", 2478, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 656, 3297
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\appdirs.py", "Python", 493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 89, 609
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\importlib_resources\__init__.py", "Python", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 37
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\importlib_resources\_adapters.py", "Python", 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 171
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\importlib_resources\_common.py", "Python", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 22, 105
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\importlib_resources\_compat.py", "Python", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24, 99
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\importlib_resources\_itertools.py", "Python", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 36
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\importlib_resources\_legacy.py", "Python", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 122
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\importlib_resources\abc.py", "Python", 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30, 138
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\importlib_resources\readers.py", "Python", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31, 123
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\importlib_resources\simple.py", "Python", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28, 117
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\jaraco\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\jaraco\context.py", "Python", 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 45, 214
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\jaraco\functools.py", "Python", 401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 123, 526
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\jaraco\text\__init__.py", "Python", 441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 154, 600
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\more_itertools\__init__.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\more_itertools\more.py", "Python", 3241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 947, 4317
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\more_itertools\recipes.py", "Python", 510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 185, 699
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\packaging\__about__.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 27
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\packaging\__init__.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 26
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\packaging\_manylinux.py", "Python", 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 39, 302
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\packaging\_musllinux.py", "Python", 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26, 137
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\packaging\_structures.py", "Python", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23, 62
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\packaging\markers.py", "Python", 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 74, 305
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\packaging\requirements.py", "Python", 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 33, 147
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py", "Python", 490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 157, 803
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\packaging\tags.py", "Python", 373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 89, 488
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\packaging\utils.py", "Python", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 30, 137
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\packaging\version.py", "Python", 334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 113, 505
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\pyparsing\__init__.py", "Python", 277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 29, 332
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\pyparsing\actions.py", "Python", 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 54, 208
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\pyparsing\common.py", "Python", 304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 82, 425
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\pyparsing\core.py", "Python", 4609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 252, 954, 5815
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\pyparsing\diagram\__init__.py", "Python", 503, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 82, 643
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\pyparsing\exceptions.py", "Python", 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 57, 268
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\pyparsing\helpers.py", "Python", 872, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 179, 1089
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\pyparsing\results.py", "Python", 609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 128, 761
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\pyparsing\testing.py", "Python", 279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 43, 332
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\pyparsing\unicode.py", "Python", 300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 48, 353
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\pyparsing\util.py", "Python", 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 50, 236
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\_vendor\zipp.py", "Python", 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 74, 330
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\pkg_resources\extern\__init__.py", "Python", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 77
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\__init__.py", "Python", 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 56, 248
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_deprecation_warning.py", "Python", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\__init__.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 25
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\_collections.py", "Python", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 57
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\_functools.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 21
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\_macos_compat.py", "Python", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\_msvccompiler.py", "Python", 430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 89, 573
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\archive_util.py", "Python", 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 54, 281
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\bcppcompiler.py", "Python", 267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 64, 409
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\ccompiler.py", "Python", 900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 161, 1221
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\cmd.py", "Python", 309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 57, 437
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\__init__.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\_framework_compat.py", "Python", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 56
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\bdist.py", "Python", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 28, 158
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\bdist_dumb.py", "Python", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20, 145
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\bdist_rpm.py", "Python", 481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 76, 616
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\build.py", "Python", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 28, 154
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\build_clib.py", "Python", 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 42, 209
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\build_ext.py", "Python", 528, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 107, 788
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\build_py.py", "Python", 275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 56, 408
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\build_scripts.py", "Python", 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 29, 174
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\check.py", "Python", 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24, 152
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\clean.py", "Python", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 77
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\config.py", "Python", 303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 54, 378
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\install.py", "Python", 565, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 124, 815
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\install_data.py", "Python", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 85
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\install_egg_info.py", "Python", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23, 92
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\install_headers.py", "Python", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 46
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\install_lib.py", "Python", 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 41, 239
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\install_scripts.py", "Python", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 62
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\py37compat.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 32
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\register.py", "Python", 265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 35, 320
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\sdist.py", "Python", 409, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 76, 532
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\command\upload.py", "Python", 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 28, 206
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\config.py", "Python", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 22, 140
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\core.py", "Python", 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 50, 292
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\cygwinccompiler.py", "Python", 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 66, 365
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\debug.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 6
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\dep_util.py", "Python", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 23, 97
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\dir_util.py", "Python", 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 45, 244
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\dist.py", "Python", 921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 201, 1287
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\errors.py", "Python", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 52, 128
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\extension.py", "Python", 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 26, 249
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\fancy_getopt.py", "Python", 319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 74, 471
"c:\GITHUB\SEMINARIO_FINAL\backend\venv\Lib\site-packages\setuptools\_distutils\file_util.py", "Python", 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 40, 250
